RANDOMSEED initial_adult_population_size initial_prop_13_17 initial_prop_18_22 initial_prop_23_30 initial_prop_31_40 initial_prop_41_50 initial_prop_51_60 initial_prop_61_and_older initial_low_risk_male initial_low_risk_female initial_med_not_low_risk_male initial_med_not_low_risk_female initial_prop_HIV_pos_low_risk_male initial_prop_HIV_pos_low_risk_female initial_prop_HIV_pos_med_risk_male initial_prop_HIV_pos_med_risk_female initial_prop_HIV_pos_high_risk_male initial_prop_HIV_pos_high_risk_female log_seed_multiplier n_years_HIV_seeding
191352253 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.587522179266616 0.556411913878325 0.634232306403208 0.74070844239512 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.00336297920607 5
1953197672 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.424564831934669 0.318312837492529 0.511807142643848 0.898909665242192 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.20902962329256 5
508338861 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.569718870669732 0.587948820180894 0.618001611751582 0.654511444099872 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.41504397733673 5
1558642775 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.538239132164494 0.377172338176384 0.584629371427099 0.722907509915938 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.843825989769858 5
2050037602 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.477604438798006 0.360051161723904 0.550191234556402 0.881954796491101 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.89009442324556 5
71266366 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.520272101337626 0.456724935593049 0.725355631129708 0.574363711533504 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.4280796650318 5
258078781 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.462353337702851 0.493787686840744 0.548960560521537 0.715177587812067 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.71876223141722 5
1890808364 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.544233710800185 0.386586848859458 0.607811819213814 0.695078934058754 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.56125771832582 5
369747980 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.598279430337628 0.333136459344023 0.547500169089113 0.517500956585782 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.25283454165354 5
932941918 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.379307327772297 0.332401310713657 0.743370295726585 0.513492993139004 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.63154383994965 5
162851340 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.393708461663784 0.581717290283166 0.546331195369861 0.735636220558096 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.57763235709706 5
2144227081 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.419847204052253 0.456615539473461 0.51759505524033 0.875824704369784 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.840178640073674 5
1687905073 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.522374246619508 0.471718246700364 0.595196167674182 0.860032916193093 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.59229291663106 5
1095198868 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.404664564387432 0.449453722975942 0.607915350890954 0.829792392763873 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.60144376096636 5
1929233905 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.468792736384504 0.401049210564212 0.699526344877687 0.9148129514265 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.05925113122524 5
1079372549 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.439287188494672 0.469303953637447 0.761191897332882 0.544766488489788 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.08186766658572 5
2072411932 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.531393586741187 0.430152992828371 0.689380703843386 0.829710256882555 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.325943914013738 5
848787968 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.517064590679751 0.328504452919414 0.723495350381978 0.882140302830343 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.394933266756594 5
792716400 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.498144514682494 0.30266949351265 0.502290091031632 0.867183500736593 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.75437757605685 5
2033630916 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.487655360941886 0.574691117859336 0.558884240193422 0.847182887429141 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.52161747752277 5
2107626787 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.568649526636273 0.420618935461117 0.774892629734639 0.586103761943728 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.667704235487064 5
1697066694 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.454292113006422 0.598346410096377 0.78242506829557 0.759630001392668 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.24637750831541 5
1369014027 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.494358545532033 0.372479188829618 0.814589252836225 0.761053845161281 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.869089138232485 5
323225957 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.311082267475164 0.523875156577674 0.866936697262052 0.608652033968562 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.9762076993593 5
1957038817 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.594858000011913 0.35426663914215 0.68040702633351 0.796548720673839 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.91452068571489 5
1504739238 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.41834108798689 0.366961783616828 0.778878040452774 0.537376774409563 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.62116307907005 5
